"263_S5"	"265_S6"	"268_S4"	"276_S2"	"277_S3"	"287_S1"
"ENSMUSG00000115095"	0	0	0	14	0	0
"ENSMUSG00000086125"	2	0	0	0	0	0
"ENSMUSG00000097679"	0	1	11	0	0	0
"ENSMUSG00000022292"	22	19	0	35	105	195
"ENSMUSG00000085442"	3	11	0	16	4	1
"ENSMUSG00000037487"	75	887	24	597	749	151
"ENSMUSG00000065852"	1	3	0	3	0	12
"ENSMUSG00000115057"	0	0	0	0	0	31
"ENSMUSG00000037465"	72	1329	647	1148	1290	1912
"ENSMUSG00000115456"	0	0	0	0	0	6
"ENSMUSG00000115405"	0	5	0	0	0	0
"ENSMUSG00000115009"	3	0	0	26	0	1
"ENSMUSG00000037458"	414	1357	1540	1336	379	1690
"ENSMUSG00000115491"	0	0	6	0	0	0
"ENSMUSG00000022295"	161	744	12	438	722	455
"ENSMUSG00000115070"	0	0	5	3	0	0
"ENSMUSG00000022297"	3	0	0	103	0	0
"ENSMUSG00000054196"	22	259	0	257	15	37
"ENSMUSG00000022299"	11	175	22	151	0	0
"ENSMUSG00000022300"	35	352	364	170	149	273
"ENSMUSG00000098021"	0	1	162	0	0	8
"ENSMUSG00000037386"	0	0	0	0	0	3
"ENSMUSG00000022305"	34	107	0	0	0	230
"ENSMUSG00000022306"	1	12	0	55	0	22
"ENSMUSG00000115975"	4	0	0	0	0	0
"ENSMUSG00000022307"	122	596	28	387	0	57
"ENSMUSG00000116083"	0	0	9	1	0	0
"ENSMUSG00000116215"	0	0	22	6	0	0
"ENSMUSG00000022309"	5	1227	0	142	400	313
"ENSMUSG00000097805"	0	135	0	57	0	0
"ENSMUSG00000051920"	23	700	0	59	404	420
"ENSMUSG00000022336"	131	337	793	810	435	1073
"ENSMUSG00000115635"	6	0	0	0	0	5
"ENSMUSG00000022337"	123	476	124	305	260	609
"ENSMUSG00000115730"	0	1	83	5	6	4
"ENSMUSG00000038736"	65	936	79	175	204	6
"ENSMUSG00000022338"	66	153	207	485	68	244
"ENSMUSG00000038725"	49	0	4	0	4	0
"ENSMUSG00000022339"	0	251	0	73	99	104
"ENSMUSG00000022340"	47	1	0	114	0	5
"ENSMUSG00000060530"	1	229	0	0	67	2
"ENSMUSG00000096157"	0	0	2	1	0	1
"ENSMUSG00000022311"	0	0	0	0	1	56
"ENSMUSG00000115700"	1	2	213	0	2	4
"ENSMUSG00000115446"	0	0	35	0	0	0
"ENSMUSG00000038679"	222	1543	2	908	1331	1103
"ENSMUSG00000022312"	169	707	543	667	831	634
"ENSMUSG00000022313"	11	0	14	18	51	70
"ENSMUSG00000022314"	123	476	277	1054	828	231
"ENSMUSG00000115238"	2	0	0	0	0	0
"ENSMUSG00000115457"	1	5	1	7	5	2
"ENSMUSG00000115738"	0	0	8	0	0	0
"ENSMUSG00000057262"	0	1	10	2	1	0
"ENSMUSG00000038622"	12	82	43	47	80	70
"ENSMUSG00000061731"	22	97	0	172	222	268
"ENSMUSG00000063727"	547	5224	308	2814	4683	3850
"ENSMUSG00000038591"	0	0	0	0	193	172
"ENSMUSG00000024479"	0	0	0	0	0	5
"ENSMUSG00000037362"	21	1	0	272	304	184
"ENSMUSG00000022425"	506	1478	0	1332	1691	3739
"ENSMUSG00000097286"	7	0	0	0	0	0
"ENSMUSG00000037343"	77	1	79	95	421	419
"ENSMUSG00000022422"	13	0	2	102	0	47
"ENSMUSG00000053749"	0	0	0	0	0	26
"ENSMUSG00000022419"	110	674	52	665	226	357
"ENSMUSG00000022371"	0	108	14	273	506	324
"ENSMUSG00000022370"	42	191	106	75	103	83
"ENSMUSG00000022369"	0	1	18	0	0	15
"ENSMUSG00000060429"	0	135	37	49	0	96
"ENSMUSG00000022367"	0	5	0	0	2	4
"ENSMUSG00000086541"	0	13	0	38	24	45
"ENSMUSG00000022366"	0	0	0	0	13	0
"ENSMUSG00000071757"	21	153	0	48	0	179
"ENSMUSG00000022365"	206	1325	457	883	457	1342
"ENSMUSG00000022364"	63	0	282	0	34	19
"ENSMUSG00000101892"	9	8	1	44	13	64
"ENSMUSG00000022361"	108	174	0	609	476	573
"ENSMUSG00000022360"	35	165	107	528	630	520
"ENSMUSG00000022359"	15	0	1	119	0	41
"ENSMUSG00000022358"	11	239	0	0	0	27
"ENSMUSG00000037119"	26	310	131	212	0	215
"ENSMUSG00000093677"	0	0	0	55	0	0
"ENSMUSG00000062373"	3	25	0	79	25	16
"ENSMUSG00000037085"	59	256	0	52	0	59
"ENSMUSG00000037075"	1	62	0	72	0	182
"ENSMUSG00000050891"	17	101	172	51	0	115
"ENSMUSG00000022354"	22	85	43	64	86	108
"ENSMUSG00000022353"	10	80	37	449	429	136
"ENSMUSG00000115062"	6	0	0	0	0	0
"ENSMUSG00000025922"	0	4	387	1	1	4
"ENSMUSG00000022351"	81	165	5	287	498	470
"ENSMUSG00000022350"	60	385	32	444	923	443
"ENSMUSG00000059586"	9	337	14	110	0	163
"ENSMUSG00000032501"	261	912	1115	1510	3222	1334
"ENSMUSG00000115010"	0	0	6	0	1	0
"ENSMUSG00000115503"	0	9	495	0	0	0
"ENSMUSG00000072568"	20	10	1	0	193	36
"ENSMUSG00000097493"	0	0	0	24	0	8
"ENSMUSG00000116498"	0	54	0	0	0	0
"ENSMUSG00000022346"	204	1319	255	1133	1933	1481
"ENSMUSG00000097039"	0	2	0	0	81	133
"ENSMUSG00000101167"	0	0	30	1	9	0
"ENSMUSG00000106988"	0	4	80	3	4	2
"ENSMUSG00000115011"	0	0	3	0	0	0
"ENSMUSG00000095812"	0	1	29	0	0	1
"ENSMUSG00000055748"	0	0	4	0	0	0
"ENSMUSG00000100127"	0	0	0	0	0	2
"ENSMUSG00000022378"	50	151	161	60	0	14
"ENSMUSG00000022377"	102	790	218	249	255	326
"ENSMUSG00000015002"	120	1512	100	898	676	1364
"ENSMUSG00000092454"	3	0	3	7	2	1
"ENSMUSG00000115351"	0	0	2	0	0	0
"ENSMUSG00000022375"	17	0	0	0	0	0
"ENSMUSG00000036944"	0	0	0	51	0	36
"ENSMUSG00000072501"	91	921	343	628	470	487
"ENSMUSG00000053469"	0	0	0	0	32	0
"ENSMUSG00000022372"	18	0	5	8	283	1
"ENSMUSG00000005124"	22	1730	177	811	457	643
"ENSMUSG00000005125"	137	527	1	782	912	668
"ENSMUSG00000091412"	0	0	0	0	0	4
"ENSMUSG00000013846"	20	277	0	81	313	517
"ENSMUSG00000022335"	1	0	61	0	0	55
"ENSMUSG00000068397"	1	2	1	2	4	5
"ENSMUSG00000104324"	0	0	0	18	0	0
"ENSMUSG00000096967"	0	0	0	24	0	16
"ENSMUSG00000093387"	0	2	0	0	0	0
"ENSMUSG00000116089"	0	0	13	0	1	0
"ENSMUSG00000069996"	0	0	26	0	0	0
"ENSMUSG00000022332"	3	5	19	6	0	9
"ENSMUSG00000116092"	0	0	0	0	0	6
"ENSMUSG00000116398"	0	1	114	3	1	4
"ENSMUSG00000036800"	0	0	0	0	0	9
"ENSMUSG00000115868"	0	1	35	2	0	1
"ENSMUSG00000079022"	11	29	0	241	261	439
"ENSMUSG00000047921"	49	99	169	257	306	616
"ENSMUSG00000106847"	38	48	0	384	8	734
"ENSMUSG00000096173"	2	21	14	6	12	7
"ENSMUSG00000068391"	5	264	9	204	47	224
"ENSMUSG00000036698"	10	167	297	140	378	316
"ENSMUSG00000022607"	98	680	209	226	558	491
"ENSMUSG00000065612"	0	0	0	0	0	5
"ENSMUSG00000115602"	1	8	42	1	8	8
"ENSMUSG00000115810"	0	0	0	2	0	20
"ENSMUSG00000036661"	15	43	0	351	405	7
"ENSMUSG00000079020"	26	2	0	17	0	70
"ENSMUSG00000059895"	7	337	342	117	140	300
"ENSMUSG00000083380"	0	0	1	2	2	2
"ENSMUSG00000075609"	0	3	94	6	2	3
"ENSMUSG00000082585"	0	3	8	4	0	3
"ENSMUSG00000022603"	0	0	0	15	0	0
"ENSMUSG00000022602"	25	435	310	981	498	757
"ENSMUSG00000046380"	0	4	0	130	0	0
"ENSMUSG00000044276"	0	0	0	4	0	0
"ENSMUSG00000056665"	2	0	3	1	1	0
"ENSMUSG00000022596"	109	234	59	607	500	477
"ENSMUSG00000022595"	3	0	0	20	0	18
"ENSMUSG00000022594"	34	92	1	247	0	485
"ENSMUSG00000116380"	0	0	2	20	0	0
"ENSMUSG00000022587"	166	1019	1013	1267	514	1248
"ENSMUSG00000075602"	45	136	0	258	388	666
"ENSMUSG00000079018"	67	88	0	158	310	623
"ENSMUSG00000022584"	17	111	258	221	779	62
"ENSMUSG00000102051"	25	69	282	185	3	29
"ENSMUSG00000022582"	2	0	0	2	0	0
"ENSMUSG00000022577"	7	0	0	4	0	0
"ENSMUSG00000022579"	0	50	0	0	0	24
"ENSMUSG00000047003"	0	0	0	25	0	0
"ENSMUSG00000115969"	0	0	0	0	6	0
"ENSMUSG00000099034"	0	0	1	11	0	32
"ENSMUSG00000000934"	9	0	0	7	3	2
"ENSMUSG00000022580"	10	0	0	0	0	0
"ENSMUSG00000047591"	0	23	0	0	0	23
"ENSMUSG00000075600"	8	22	1	19	0	81
"ENSMUSG00000022575"	10	136	11	99	113	106
"ENSMUSG00000022574"	8	3	2	85	0	48
"ENSMUSG00000055762"	78	304	392	170	455	556
"ENSMUSG00000103906"	1	0	0	4	0	19
"ENSMUSG00000022571"	8	102	0	72	0	257
"ENSMUSG00000022570"	16	169	78	12	0	238
"ENSMUSG00000050846"	10	1	0	160	3	296
"ENSMUSG00000116120"	0	0	10	0	0	0
"ENSMUSG00000034429"	0	81	0	57	0	20
"ENSMUSG00000098176"	0	0	0	0	0	34
"ENSMUSG00000063704"	2	0	0	31	1	0
"ENSMUSG00000102018"	0	0	0	3	0	0
"ENSMUSG00000022568"	4	21	0	233	241	280
"ENSMUSG00000002524"	175	783	1001	912	253	1258
"ENSMUSG00000075590"	34	40	0	124	235	142
"ENSMUSG00000115388"	0	0	0	0	0	29
"ENSMUSG00000116475"	0	0	2	1	0	0
"ENSMUSG00000022565"	147	797	355	1439	904	2079
"ENSMUSG00000063268"	0	480	780	102	153	230
"ENSMUSG00000022564"	64	538	953	847	85	1255
"ENSMUSG00000115946"	0	0	0	21	0	0
"ENSMUSG00000022562"	26	190	0	334	154	31
"ENSMUSG00000034259"	12	97	12	91	0	194
"ENSMUSG00000022561"	54	298	148	190	781	244
"ENSMUSG00000063875"	2	11	255	2	6	5
"ENSMUSG00000022551"	101	233	285	306	677	731
"ENSMUSG00000022552"	68	226	6	192	184	219
"ENSMUSG00000022553"	86	268	447	620	482	717
"ENSMUSG00000109179"	0	0	0	7	0	0
"ENSMUSG00000022554"	0	1	0	89	130	34
"ENSMUSG00000022558"	0	72	0	283	28	43
"ENSMUSG00000022557"	12	86	6	398	18	439
"ENSMUSG00000022556"	51	249	73	246	128	315
"ENSMUSG00000022555"	29	172	409	452	148	178
"ENSMUSG00000116234"	0	0	20	0	1	0
"ENSMUSG00000022559"	10	212	2	59	0	200
"ENSMUSG00000022560"	9	20	0	86	0	120
"ENSMUSG00000022550"	21	1	0	128	0	151
"ENSMUSG00000034022"	67	126	0	464	825	266
"ENSMUSG00000063354"	11	0	0	0	0	0
"ENSMUSG00000115987"	41	171	9	96	134	380
"ENSMUSG00000059323"	19	0	122	0	0	0
"ENSMUSG00000053929"	33	278	40	161	0	144
"ENSMUSG00000004187"	24	110	0	4	0	91
"ENSMUSG00000033819"	27	259	9	39	0	143
"ENSMUSG00000019080"	0	1	0	45	3	0
"ENSMUSG00000033762"	0	0	0	0	248	2
"ENSMUSG00000033728"	48	57	2	107	649	673
"ENSMUSG00000116138"	13	97	3	26	0	143
"ENSMUSG00000033697"	25	39	0	135	0	31
"ENSMUSG00000022526"	1	4	0	150	0	143
"ENSMUSG00000055041"	0	0	0	6	0	0
"ENSMUSG00000003970"	284	624	787	851	1286	1337
"ENSMUSG00000054967"	11	58	11	112	0	26
"ENSMUSG00000063236"	30	1	1	82	0	182
"ENSMUSG00000018893"	0	0	0	0	0	24
"ENSMUSG00000033576"	8	0	0	58	0	114
"ENSMUSG00000033565"	60	551	104	529	36	680
"ENSMUSG00000097267"	1	0	0	1	0	0
"ENSMUSG00000116298"	0	1	0	206	0	3
"ENSMUSG00000089242"	0	0	0	0	0	20
"ENSMUSG00000057346"	0	0	0	4	0	0
"ENSMUSG00000082233"	0	0	2	0	0	0
"ENSMUSG00000091694"	0	21	2954	0	1	0
"ENSMUSG00000068246"	0	0	0	0	0	16
"ENSMUSG00000056656"	11	0	0	0	0	7
"ENSMUSG00000022443"	80	948	1275	1258	1371	1164
"ENSMUSG00000084497"	0	10	62	63	0	45
"ENSMUSG00000005354"	165	425	161	751	576	960
"ENSMUSG00000016552"	12	0	4	0	0	0
"ENSMUSG00000016554"	40	16	493	251	182	312
"ENSMUSG00000016637"	17	65	2	46	95	191
"ENSMUSG00000071715"	70	4	191	345	472	48
"ENSMUSG00000071713"	0	0	11	41	101	0
"ENSMUSG00000044986"	2	1	19	56	0	42
"ENSMUSG00000071711"	5	0	3	0	0	20
"ENSMUSG00000033287"	15	0	21	52	0	72
"ENSMUSG00000022440"	0	249	0	132	0	384
"ENSMUSG00000068226"	0	0	0	10	0	5
"ENSMUSG00000033220"	92	37	1334	443	1092	46
"ENSMUSG00000116097"	0	0	18	0	0	0
"ENSMUSG00000018008"	16	2	173	121	0	23
"ENSMUSG00000018169"	0	1	0	47	0	0
"ENSMUSG00000033170"	0	67	0	15	0	6
"ENSMUSG00000116499"	0	1	49	0	0	0
"ENSMUSG00000049521"	44	624	7	959	967	962
"ENSMUSG00000043501"	0	0	0	1	0	18
"ENSMUSG00000033128"	38	202	86	475	63	810
"ENSMUSG00000099267"	0	2	0	0	0	0
"ENSMUSG00000022436"	7	0	22	38	0	26
"ENSMUSG00000116165"	0	0	0	0	0	2
"ENSMUSG00000068220"	90	694	150	705	552	1267
"ENSMUSG00000033099"	23	89	13	343	69	79
"ENSMUSG00000033088"	15	111	411	337	104	348
"ENSMUSG00000116262"	0	0	0	0	0	14
"ENSMUSG00000096210"	228	1244	183	490	735	1038
"ENSMUSG00000006378"	0	3	3	5	0	0
"ENSMUSG00000116287"	0	0	0	0	0	6
"ENSMUSG00000033055"	9	228	4	76	93	43
"ENSMUSG00000033047"	139	919	576	631	1665	1303
"ENSMUSG00000033039"	15	1	0	11	53	79
"ENSMUSG00000033020"	20	108	59	80	54	166
"ENSMUSG00000075555"	0	0	0	5	0	0
"ENSMUSG00000068206"	2	3	0	0	0	82
"ENSMUSG00000042632"	10	128	0	234	0	66
"ENSMUSG00000092494"	0	0	0	0	0	63
"ENSMUSG00000042622"	44	142	0	81	100	154
"ENSMUSG00000009035"	100	34	13	288	1166	434
"ENSMUSG00000022433"	7	3	24	106	65	57
"ENSMUSG00000085802"	0	0	0	2	0	16
"ENSMUSG00000010830"	100	844	30	462	462	970
"ENSMUSG00000055065"	242	1648	313	1369	1626	1430
"ENSMUSG00000022429"	5	1	0	0	0	0
"ENSMUSG00000042564"	0	0	0	4	16	0
"ENSMUSG00000022428"	23	76	0	83	0	66
"ENSMUSG00000022427"	78	283	47	389	201	308
"ENSMUSG00000022426"	61	68	8	62	79	16
"ENSMUSG00000042535"	37	200	150	270	352	113
"ENSMUSG00000042524"	20	728	6	262	328	335
"ENSMUSG00000089796"	0	1	0	10	0	0
"ENSMUSG00000087543"	26	1	0	161	0	65
"ENSMUSG00000022420"	14	324	15	286	292	225
"ENSMUSG00000022421"	17	45	0	54	0	92
"ENSMUSG00000089715"	54	256	21	292	71	231
"ENSMUSG00000116283"	0	0	0	0	0	17
"ENSMUSG00000115902"	0	0	0	0	1	66
"ENSMUSG00000009585"	32	107	386	139	68	217
"ENSMUSG00000053411"	58	113	5	0	0	92
"ENSMUSG00000000489"	0	0	0	55	0	1
"ENSMUSG00000060036"	287	1667	368	1324	793	1471
"ENSMUSG00000077734"	0	0	0	4	0	0
"ENSMUSG00000105167"	0	0	0	0	0	11
"ENSMUSG00000022415"	0	0	44	0	128	18
"ENSMUSG00000022414"	32	3	26	353	0	219
"ENSMUSG00000042428"	0	25	0	0	0	100
"ENSMUSG00000022412"	23	102	153	129	108	26
"ENSMUSG00000042406"	185	1065	664	1086	387	1136
"ENSMUSG00000051518"	17	83	2	68	61	105
"ENSMUSG00000042351"	3	0	28	37	0	0
"ENSMUSG00000047888"	49	516	1175	595	695	515
"ENSMUSG00000116480"	0	0	0	4	0	0
"ENSMUSG00000022407"	48	400	477	191	389	326
"ENSMUSG00000058357"	0	27	4	0	0	3
"ENSMUSG00000042303"	23	7	136	102	222	81
"ENSMUSG00000042292"	5	173	35	199	197	166
"ENSMUSG00000022404"	119	497	6	627	598	748
"ENSMUSG00000022403"	155	1003	548	932	811	789
"ENSMUSG00000022401"	2	0	23	340	0	92
"ENSMUSG00000022400"	113	502	292	327	435	472
"ENSMUSG00000103520"	0	0	0	29	0	0
"ENSMUSG00000055024"	45	530	507	82	140	549
"ENSMUSG00000022394"	33	93	211	80	3	85
"ENSMUSG00000092325"	0	1	10	0	3	1
"ENSMUSG00000063765"	6	126	0	27	7	0
"ENSMUSG00000022391"	74	89	381	692	718	610
"ENSMUSG00000022390"	28	136	0	134	51	400
"ENSMUSG00000022389"	36	412	0	214	3	463
"ENSMUSG00000069439"	1	3	0	1	6	3
"ENSMUSG00000048546"	69	208	136	186	25	527
"ENSMUSG00000061360"	77	100	53	203	65	186
"ENSMUSG00000022477"	128	549	200	483	623	1027
"ENSMUSG00000022476"	28	1	208	515	133	106
"ENSMUSG00000042109"	0	0	0	59	1	39
"ENSMUSG00000022474"	51	84	156	153	82	91
"ENSMUSG00000061848"	1	14	383	6	10	11
"ENSMUSG00000022471"	11	251	130	377	17	565
"ENSMUSG00000022472"	21	0	7	49	33	61
"ENSMUSG00000063480"	29	224	180	209	186	229
"ENSMUSG00000068114"	24	1	0	166	15	253
"ENSMUSG00000022463"	79	563	206	1256	238	1199
"ENSMUSG00000116226"	0	7	0	0	0	0
"ENSMUSG00000068105"	0	0	112	1	0	0
"ENSMUSG00000068101"	8	0	25	34	1	87
"ENSMUSG00000022453"	33	296	160	226	662	293
"ENSMUSG00000049687"	10	0	1	43	0	18
"ENSMUSG00000022452"	37	98	85	202	141	287
"ENSMUSG00000022450"	35	158	98	379	56	219
"ENSMUSG00000061740"	2	175	0	260	0	329
"ENSMUSG00000047347"	0	1	2	1	1	1
"ENSMUSG00000022445"	0	10	0	0	0	0
"ENSMUSG00000116280"	3	0	0	0	0	0
"ENSMUSG00000041852"	23	89	6	6	7	86
"ENSMUSG00000100552"	0	0	2	0	0	0
"ENSMUSG00000058099"	13	141	954	186	987	225
"ENSMUSG00000058586"	8	7	0	0	0	44
"ENSMUSG00000018040"	36	134	105	274	238	447
"ENSMUSG00000041815"	74	469	196	356	942	382
"ENSMUSG00000065176"	0	0	4	8	9	24
"ENSMUSG00000018042"	409	1596	762	1435	1731	2928
"ENSMUSG00000047878"	11	12	0	179	32	138
"ENSMUSG00000054277"	54	245	5	391	484	407
"ENSMUSG00000075511"	3	2	0	0	159	1
"ENSMUSG00000016664"	212	277	377	922	440	2280
"ENSMUSG00000049414"	0	0	0	5	2	3
"ENSMUSG00000022442"	21	0	0	89	376	139
"ENSMUSG00000016758"	0	0	0	0	0	24
"ENSMUSG00000048755"	0	0	0	2	0	0
"ENSMUSG00000041736"	111	215	189	411	472	579
"ENSMUSG00000016757"	28	115	49	272	514	233
"ENSMUSG00000016763"	20	151	0	13	164	11
"ENSMUSG00000022441"	15	0	0	5	0	0
"ENSMUSG00000041653"	1	0	0	0	0	24
"ENSMUSG00000098882"	2	0	0	0	0	13
"ENSMUSG00000116041"	0	0	23	0	0	1
"ENSMUSG00000022437"	83	276	350	442	577	561
"ENSMUSG00000022438"	10	2	220	57	48	0
"ENSMUSG00000022439"	20	2	252	210	312	6
"ENSMUSG00000116442"	0	0	2	0	0	0
"ENSMUSG00000062760"	0	0	0	0	178	7
"ENSMUSG00000055745"	0	0	1	5	0	269
"ENSMUSG00000036106"	0	4	0	37	0	50
"ENSMUSG00000097954"	0	0	10	1	0	0
"ENSMUSG00000016619"	65	208	173	168	152	500
"ENSMUSG00000036046"	17	169	0	4	0	261
"ENSMUSG00000022434"	13	15	12	102	0	81
"ENSMUSG00000078289"	0	7	0	2	1	1
"ENSMUSG00000006369"	175	494	7	588	1168	936
"ENSMUSG00000016541"	148	593	259	1354	390	1499
"ENSMUSG00000063548"	0	1	4	0	0	0
"ENSMUSG00000022382"	6	1	0	177	262	228
"ENSMUSG00000097209"	0	0	0	0	0	9
"ENSMUSG00000116004"	0	0	0	18	0	8
"ENSMUSG00000116305"	0	8	0	7	0	4
"ENSMUSG00000022383"	0	111	0	0	0	0
"ENSMUSG00000064284"	27	29	1	99	0	129
"ENSMUSG00000035944"	0	134	5	12	0	0
"ENSMUSG00000022385"	19	1	200	54	231	18
"ENSMUSG00000116435"	0	0	0	0	1	1
"ENSMUSG00000022386"	6	143	8	225	379	282
"ENSMUSG00000016028"	0	14	0	4	0	30
"ENSMUSG00000035900"	20	177	0	56	0	272
"ENSMUSG00000089680"	0	0	0	6	0	0
"ENSMUSG00000035891"	8	1	26	340	271	178
"ENSMUSG00000051864"	0	152	48	223	100	284
"ENSMUSG00000115918"	1	1	0	41	344	24
"ENSMUSG00000054863"	0	336	0	64	57	23
"ENSMUSG00000022387"	19	167	265	141	0	182
"ENSMUSG00000034333"	26	0	0	0	0	27
"ENSMUSG00000035845"	24	1	3	153	0	0
"ENSMUSG00000023272"	96	269	206	338	1083	358
"ENSMUSG00000035828"	58	380	0	539	223	328
"ENSMUSG00000093394"	0	0	0	2	0	12
"ENSMUSG00000035805"	45	1	0	167	0	0
"ENSMUSG00000015363"	14	147	32	98	0	209
"ENSMUSG00000035757"	11	132	1	35	0	4
"ENSMUSG00000051786"	0	49	10	33	0	154
"ENSMUSG00000062906"	14	265	2	77	194	441
"ENSMUSG00000022610"	0	3	4	0	0	108
"ENSMUSG00000053137"	0	29	18	74	0	1
"ENSMUSG00000036606"	120	526	4	818	278	1047
"ENSMUSG00000015377"	1	1	0	3	239	56
"ENSMUSG00000036561"	6	65	168	144	1	10
"ENSMUSG00000036529"	17	349	452	167	626	514
"ENSMUSG00000022614"	76	511	245	368	430	409
"ENSMUSG00000008690"	121	320	51	794	288	653
"ENSMUSG00000022615"	0	0	0	0	5	0
"ENSMUSG00000047394"	21	0	0	43	0	0
"ENSMUSG00000022617"	1	33	0	5	11	9
"ENSMUSG00000079242"	0	0	0	0	0	2
"ENSMUSG00000022619"	0	0	0	1	0	4
"ENSMUSG00000022620"	26	59	0	94	124	172
"ENSMUSG00000022622"	0	113	0	0	0	0
"ENSMUSG00000022621"	8	110	15	87	85	222
"ENSMUSG00000063260"	7	0	0	7	0	0
"ENSMUSG00000075470"	37	140	0	229	158	41
"ENSMUSG00000052560"	105	245	71	864	102	847
"ENSMUSG00000078847"	0	0	0	0	0	25
"ENSMUSG00000067870"	19	64	11	59	23	65
"ENSMUSG00000067869"	0	11	32	4	2	18
"ENSMUSG00000022629"	194	254	65	705	164	193
"ENSMUSG00000116113"	0	19	1	0	0	0
"ENSMUSG00000055782"	16	450	33	120	101	2
"ENSMUSG00000036298"	0	0	0	126	0	12
"ENSMUSG00000084240"	0	0	0	0	0	18
"ENSMUSG00000036273"	29	92	8	401	11	63
"ENSMUSG00000055022"	0	15	24	0	6	27
"ENSMUSG00000036218"	35	97	0	16	308	191
"ENSMUSG00000097989"	1	1	23	1	3	3
"ENSMUSG00000065911"	0	3	0	1	0	0
"ENSMUSG00000036197"	27	6	283	52	0	278
"ENSMUSG00000022634"	11	400	55	103	82	338
"ENSMUSG00000022635"	66	391	404	129	179	251
"ENSMUSG00000036167"	79	667	5	293	394	352
"ENSMUSG00000036158"	2	0	0	14	2	32
"ENSMUSG00000022449"	22	0	0	18	55	0
"ENSMUSG00000033356"	0	13	0	43	121	0
"ENSMUSG00000059883"	5	2	139	46	0	242
"ENSMUSG00000022451"	19	100	61	121	248	313
"ENSMUSG00000063296"	32	0	0	20	68	71
"ENSMUSG00000022454"	0	0	18	0	0	0
"ENSMUSG00000116058"	0	0	2	0	0	0
"ENSMUSG00000043329"	0	0	3	0	0	0
"ENSMUSG00000097643"	9	90	0	0	48	18
"ENSMUSG00000064210"	73	381	334	517	741	295
"ENSMUSG00000115522"	0	8	0	0	1	3
"ENSMUSG00000078648"	0	0	0	0	81	0
"ENSMUSG00000115049"	0	8	0	1	0	12
"ENSMUSG00000097536"	8	0	24	1	5	79
"ENSMUSG00000033237"	14	430	26	170	515	246
"ENSMUSG00000033228"	162	494	310	715	242	632
"ENSMUSG00000023169"	327	727	747	723	1155	745
"ENSMUSG00000022462"	275	1728	736	2049	3229	1926
"ENSMUSG00000048218"	0	0	0	0	0	70
"ENSMUSG00000044250"	0	107	0	0	0	0
"ENSMUSG00000022466"	11	12	12	84	0	208
"ENSMUSG00000022468"	0	0	0	0	108	1
"ENSMUSG00000022469"	0	167	0	0	141	297
"ENSMUSG00000081534"	109	347	334	567	568	605
"ENSMUSG00000022475"	4	232	21	289	0	302
"ENSMUSG00000022479"	49	1583	0	575	524	1866
"ENSMUSG00000052369"	73	319	2	175	0	458
"ENSMUSG00000022483"	4162	12338	1412	25584	40502	20291
"ENSMUSG00000033075"	8	20	3	164	154	104
"ENSMUSG00000033065"	47	3	140	238	405	113
"ENSMUSG00000048175"	9	0	35	59	250	215
"ENSMUSG00000029875"	0	1	20	0	0	0
"ENSMUSG00000108728"	0	0	0	0	3	0
"ENSMUSG00000022992"	33	127	208	223	270	229
"ENSMUSG00000011960"	35	502	103	515	315	604
"ENSMUSG00000091050"	0	0	0	4	3	0
"ENSMUSG00000022993"	0	0	0	14	0	13
"ENSMUSG00000022994"	0	18	325	69	0	135
"ENSMUSG00000003352"	0	400	140	43	219	163
"ENSMUSG00000003360"	30	68	216	129	73	131
"ENSMUSG00000054855"	22	5	0	25	147	32
"ENSMUSG00000003355"	6	55	15	115	1	81
"ENSMUSG00000051853"	0	28	9	7	0	210
"ENSMUSG00000022996"	0	0	1	45	48	75
"ENSMUSG00000059213"	0	9	1	0	0	0
"ENSMUSG00000097414"	0	0	6	5	1	0
"ENSMUSG00000067713"	10	102	40	54	34	86
"ENSMUSG00000048154"	64	65	73	131	356	322
"ENSMUSG00000023755"	0	1	38	40	0	0
"ENSMUSG00000022999"	27	184	175	0	19	47
"ENSMUSG00000023004"	81	309	317	203	312	467
"ENSMUSG00000116223"	0	0	0	0	0	6
"ENSMUSG00000072235"	176	1399	203	920	741	2107
"ENSMUSG00000097587"	1	5	0	1	42	0
"ENSMUSG00000064081"	0	1	0	0	1	0
"ENSMUSG00000043091"	88	855	400	498	442	639
"ENSMUSG00000023484"	0	29	3	1	0	97
"ENSMUSG00000032783"	0	0	0	0	7	0
"ENSMUSG00000038009"	0	0	3	0	0	0
"ENSMUSG00000051934"	11	49	4	294	600	108
"ENSMUSG00000087991"	0	0	0	0	0	6
"ENSMUSG00000037579"	0	0	0	27	87	0
"ENSMUSG00000037570"	40	137	315	351	2	408
"ENSMUSG00000100599"	0	0	0	8	0	0
"ENSMUSG00000023007"	53	137	179	293	204	353
"ENSMUSG00000023008"	11	153	56	138	342	758
"ENSMUSG00000023010"	581	5095	2003	3248	2447	4510
"ENSMUSG00000023009"	0	1	0	32	0	174
"ENSMUSG00000089968"	0	0	0	0	0	7
"ENSMUSG00000116249"	0	15	0	23	0	93
"ENSMUSG00000037525"	0	32	2	84	190	52
"ENSMUSG00000023011"	0	0	0	93	0	0
"ENSMUSG00000096448"	0	1	8	1	0	0
"ENSMUSG00000023013"	0	0	0	0	0	12
"ENSMUSG00000023015"	2	0	47	228	297	105
