"ensembl_gene_id"	"external_gene_name"	"hgnc_symbol"	"mgi_symbol"
"37168"	"ENSMUSG00000078263"	"Gm14188"	NA	"Gm14188"
"37169"	"ENSMUSG00000078269"	"Gm14180"	NA	"Gm14180"
"37170"	"ENSMUSG00000078270"	"Gm14193"	NA	"Gm14193"
"37171"	"ENSMUSG00000078276"	"Gm14190"	NA	"Gm14190"
"37172"	"ENSMUSG00000078572"	"Ndufaf8"	NA	"Ndufaf8"
"37173"	"ENSMUSG00000078586"	"Gm11735"	NA	"Gm11735"
"37174"	"ENSMUSG00000078600"	"1700092K14Rik"	NA	"1700092K14Rik"
"37175"	"ENSMUSG00000078605"	"E030025P04Rik"	NA	"E030025P04Rik"
"37176"	"ENSMUSG00000078607"	"1810010H24Rik"	NA	"1810010H24Rik"
"37177"	"ENSMUSG00000078619"	"Smarcd2"	NA	"Smarcd2"
"37178"	"ENSMUSG00000078622"	"Ccdc47"	NA	"Ccdc47"
"37179"	"ENSMUSG00000078627"	"Marchf10"	NA	"Marchf10"
"37180"	"ENSMUSG00000078632"	"Lrrc37a"	NA	"Lrrc37a"
"37181"	"ENSMUSG00000078635"	"1700028N14Rik"	NA	"1700028N14Rik"
"37182"	"ENSMUSG00000078640"	"Gm11627"	NA	"Gm11627"
"37183"	"ENSMUSG00000078650"	"G6pc"	NA	"G6pc"
"37184"	"ENSMUSG00000078651"	"Aoc2"	NA	"Aoc2"
"37185"	"ENSMUSG00000078652"	"Psme3"	NA	"Psme3"
"37186"	"ENSMUSG00000078653"	"Cntd1"	NA	"Cntd1"
"37187"	"ENSMUSG00000078656"	"Vps25"	NA	"Vps25"
"37188"	"ENSMUSG00000078668"	"Gm11595"	NA	"Gm11595"
"37189"	"ENSMUSG00000078676"	"Casc3"	NA	"Casc3"
"37190"	"ENSMUSG00000078695"	"Cisd3"	NA	"Cisd3"
"37191"	"ENSMUSG00000078700"	"D030028A08Rik"	NA	"D030028A08Rik"
"37192"	"ENSMUSG00000078706"	"Gm53"	NA	"Gm53"
"37193"	"ENSMUSG00000078763"	"Slfn1"	NA	"Slfn1"
"37194"	"ENSMUSG00000078771"	"Evi2a"	NA	"Evi2a"
"37195"	"ENSMUSG00000078789"	"Dph1"	NA	"Dph1"
"37196"	"ENSMUSG00000078812"	"Eif5a"	NA	"Eif5a"
"37197"	"ENSMUSG00000078851"	"H2aw"	NA	"H2aw"
"37198"	"ENSMUSG00000078853"	"Igtp"	NA	"Igtp"
"37199"	"ENSMUSG00000078915"	"Hsp25-ps1"	NA	"Hsp25-ps1"
"37200"	"ENSMUSG00000078917"	"Gm11281"	NA	"Gm11281"
"37201"	"ENSMUSG00000078920"	"Ifi47"	NA	"Ifi47"
"37202"	"ENSMUSG00000078921"	"Tgtp2"	NA	"Tgtp2"
"37203"	"ENSMUSG00000078922"	"Tgtp1"	NA	"Tgtp1"
"37204"	"ENSMUSG00000078924"	"Gm12169"	NA	"Gm12169"
"37205"	"ENSMUSG00000078962"	"4932414J04Rik"	NA	"4932414J04Rik"
"37206"	"ENSMUSG00000078965"	"Gm12033"	NA	"Gm12033"
"37207"	"ENSMUSG00000078970"	"Wdr92"	NA	"Wdr92"
"37208"	"ENSMUSG00000078974"	"Sec61g"	NA	"Sec61g"
"37209"	"ENSMUSG00000079010"	"Gm11032"	NA	"Gm11032"
"37210"	"ENSMUSG00000079049"	"Serpinb1c"	NA	"Serpinb1c"
"37211"	"ENSMUSG00000079064"	"Vmn1r-ps123"	NA	"Vmn1r-ps123"
"37212"	"ENSMUSG00000079092"	"Prl2c2"	NA	"Prl2c2"
"37213"	"ENSMUSG00000079227"	"Ccr5"	NA	"Ccr5"
"37214"	"ENSMUSG00000079235"	"Ccdc13"	NA	"Ccdc13"
"37215"	"ENSMUSG00000079243"	"Xirp1"	NA	"Xirp1"
"37216"	"ENSMUSG00000079669"	"Gm17396"	NA	"Gm17396"
"37217"	"ENSMUSG00000079741"	"Nlrp4g"	NA	"Nlrp4g"
"37218"	"ENSMUSG00000079875"	"Olfr22-ps1"	NA	"Olfr22-ps1"
"37219"	"ENSMUSG00000079889"	"Gm11951"	NA	"Gm11951"
"37220"	"ENSMUSG00000079890"	"Gm12106"	NA	"Gm12106"
"37221"	"ENSMUSG00000079941"	"Cox5b-ps"	NA	"Cox5b-ps"
"37222"	"ENSMUSG00000079988"	"Gm11970"	NA	"Gm11970"
"37223"	"ENSMUSG00000080076"	"H2ac14"	NA	"H2ac14"
"37224"	"ENSMUSG00000080152"	"H3f4"	NA	"H3f4"
"37225"	"ENSMUSG00000080180"	"Gm17235"	NA	"Gm17235"
"37226"	"ENSMUSG00000080317"	"Vmn2r-ps94"	NA	"Vmn2r-ps94"
"37227"	"ENSMUSG00000080409"	"Mir467h"	NA	"Mir467h"
"37228"	"ENSMUSG00000080454"	"Gm24195"	NA	"Gm24195"
"37229"	"ENSMUSG00000080517"	"Gm23109"	NA	"Gm23109"
"37230"	"ENSMUSG00000080540"	"Gm22711"	NA	"Gm22711"
"37231"	"ENSMUSG00000080573"	"Mir467f"	NA	"Mir467f"
"37232"	"ENSMUSG00000080574"	"Mir466i"	NA	"Mir466i"
"37233"	"ENSMUSG00000080577"	"Gm23226"	NA	"Gm23226"
"37234"	"ENSMUSG00000080616"	"Gm22152"	NA	"Gm22152"
"37235"	"ENSMUSG00000080694"	"Gm11621"	NA	"Gm11621"
"37236"	"ENSMUSG00000080697"	"Vmn1r-ps107"	NA	"Vmn1r-ps107"
"37237"	"ENSMUSG00000080698"	"Gm11333"	NA	"Gm11333"
"37238"	"ENSMUSG00000080701"	"Gm12340"	NA	"Gm12340"
"37239"	"ENSMUSG00000080712"	"H2bu1-ps"	NA	"H2bu1-ps"
"37240"	"ENSMUSG00000080730"	"Gm11313"	NA	"Gm11313"
"37241"	"ENSMUSG00000080734"	"Gm12006"	NA	"Gm12006"
"37242"	"ENSMUSG00000080735"	"Gm12075"	NA	"Gm12075"
"37243"	"ENSMUSG00000080738"	"Mup-ps22"	NA	"Mup-ps22"
"37244"	"ENSMUSG00000080741"	"Gm11398"	NA	"Gm11398"
"37245"	"ENSMUSG00000080749"	"Gm12134"	NA	"Gm12134"
"37246"	"ENSMUSG00000080763"	"Gm12341"	NA	"Gm12341"
"37247"	"ENSMUSG00000080768"	"Gm12219"	NA	"Gm12219"
"37248"	"ENSMUSG00000080770"	"Gm11278"	NA	"Gm11278"
"37249"	"ENSMUSG00000080776"	"Gm12174"	NA	"Gm12174"
"37250"	"ENSMUSG00000080781"	"Olfr388-ps1"	NA	"Olfr388-ps1"
"37251"	"ENSMUSG00000080791"	"Akirin1-ps"	NA	"Akirin1-ps"
"37252"	"ENSMUSG00000080794"	"Vmn1r-ps132"	NA	"Vmn1r-ps132"
"37253"	"ENSMUSG00000080810"	"Gm11737"	NA	"Gm11737"
"37254"	"ENSMUSG00000080814"	"Gm12314"	NA	"Gm12314"
"37255"	"ENSMUSG00000080823"	"Atp5l-ps2"	NA	"Atp5l-ps2"
"37256"	"ENSMUSG00000080826"	"Gm12019"	NA	"Gm12019"
"37257"	"ENSMUSG00000080827"	"Gm12086"	NA	"Gm12086"
"37258"	"ENSMUSG00000080833"	"Gm11976"	NA	"Gm11976"
"37259"	"ENSMUSG00000080835"	"Gm12137"	NA	"Gm12137"
"37260"	"ENSMUSG00000080839"	"Gm11625"	NA	"Gm11625"
"37261"	"ENSMUSG00000080840"	"Gm11349"	NA	"Gm11349"
"37262"	"ENSMUSG00000080848"	"Gm9385"	NA	"Gm9385"
"37263"	"ENSMUSG00000080851"	"Gm12094"	NA	"Gm12094"
"37264"	"ENSMUSG00000080861"	"Gm11325"	NA	"Gm11325"
"37265"	"ENSMUSG00000080872"	"Gm11506"	NA	"Gm11506"
"37266"	"ENSMUSG00000080904"	"Gm11966"	NA	"Gm11966"
"37267"	"ENSMUSG00000080906"	"Gm12095"	NA	"Gm12095"
"37268"	"ENSMUSG00000080912"	"Gm12269"	NA	"Gm12269"
"37269"	"ENSMUSG00000080918"	"Gm12202"	NA	"Gm12202"
"37270"	"ENSMUSG00000080927"	"Gm11430"	NA	"Gm11430"
"37271"	"ENSMUSG00000080951"	"Gm12208"	NA	"Gm12208"
"37272"	"ENSMUSG00000080970"	"Gm12173"	NA	"Gm12173"
"37273"	"ENSMUSG00000080976"	"Gm11490"	NA	"Gm11490"
"37274"	"ENSMUSG00000080978"	"Gm12297"	NA	"Gm12297"
"37275"	"ENSMUSG00000080980"	"1700071K01Rik"	NA	"1700071K01Rik"
"37276"	"ENSMUSG00000080981"	"Gm12161"	NA	"Gm12161"
"37277"	"ENSMUSG00000080987"	"Gm12073"	NA	"Gm12073"
"37278"	"ENSMUSG00000080992"	"Psmb5-ps"	NA	"Psmb5-ps"
"37279"	"ENSMUSG00000080999"	"H2ac5-ps"	NA	"H2ac5-ps"
"37280"	"ENSMUSG00000081000"	"Gm11200"	NA	"Gm11200"
"37281"	"ENSMUSG00000081007"	"Gm11543"	NA	"Gm11543"
"37282"	"ENSMUSG00000081016"	"Olfr1397-ps1"	NA	"Olfr1397-ps1"
"37283"	"ENSMUSG00000081021"	"Gm11964"	NA	"Gm11964"
"37284"	"ENSMUSG00000081043"	"Gm11512"	NA	"Gm11512"
"37285"	"ENSMUSG00000081054"	"Gm12025"	NA	"Gm12025"
"37286"	"ENSMUSG00000081059"	"Gm11945"	NA	"Gm11945"
"37287"	"ENSMUSG00000081060"	"Gm11318"	NA	"Gm11318"
"37288"	"ENSMUSG00000081076"	"Rpsa-ps4"	NA	"Rpsa-ps4"
"37289"	"ENSMUSG00000081078"	"Gm12568"	NA	"Gm12568"
"37290"	"ENSMUSG00000081080"	"Vmn1r-ps102"	NA	"Vmn1r-ps102"
"37291"	"ENSMUSG00000081088"	"Gm11679"	NA	"Gm11679"
"37292"	"ENSMUSG00000081097"	"Gm12135"	NA	"Gm12135"
"37293"	"ENSMUSG00000081098"	"Gm12220"	NA	"Gm12220"
"37294"	"ENSMUSG00000081101"	"Gm12024"	NA	"Gm12024"
"37295"	"ENSMUSG00000081103"	"Rps12-ps26"	NA	"Rps12-ps26"
"37296"	"ENSMUSG00000081107"	"Gm12235"	NA	"Gm12235"
"37297"	"ENSMUSG00000081112"	"Gm12140"	NA	"Gm12140"
"37298"	"ENSMUSG00000081141"	"Gm11501"	NA	"Gm11501"
"37299"	"ENSMUSG00000081153"	"Gm11401"	NA	"Gm11401"
"37300"	"ENSMUSG00000081162"	"Olfr400-ps1"	NA	"Olfr400-ps1"
"37301"	"ENSMUSG00000081191"	"Gm11271"	NA	"Gm11271"
"37302"	"ENSMUSG00000081208"	"Gm11400"	NA	"Gm11400"
"37303"	"ENSMUSG00000081223"	"Gm12247"	NA	"Gm12247"
"37304"	"ENSMUSG00000081237"	"Gm11385"	NA	"Gm11385"
"37305"	"ENSMUSG00000081249"	"Gm11517"	NA	"Gm11517"
"37306"	"ENSMUSG00000081251"	"Gm12164"	NA	"Gm12164"
"37307"	"ENSMUSG00000081252"	"Gm16032"	NA	"Gm16032"
"37308"	"ENSMUSG00000081254"	"Gm12112"	NA	"Gm12112"
"37309"	"ENSMUSG00000081262"	"Gm12261"	NA	"Gm12261"
"37310"	"ENSMUSG00000081265"	"Gm11282"	NA	"Gm11282"
"37311"	"ENSMUSG00000081270"	"Gm11653"	NA	"Gm11653"
"37312"	"ENSMUSG00000081283"	"Vmn1r-ps104"	NA	"Vmn1r-ps104"
"37313"	"ENSMUSG00000081285"	"Gm18859"	NA	"Gm18859"
"37314"	"ENSMUSG00000081287"	"Olfr333-ps1"	NA	"Olfr333-ps1"
"37315"	"ENSMUSG00000081288"	"Gm11386"	NA	"Gm11386"
"37316"	"ENSMUSG00000081296"	"Gm12203"	NA	"Gm12203"
"37317"	"ENSMUSG00000081297"	"Gm12209"	NA	"Gm12209"
"37318"	"ENSMUSG00000081302"	"Gm12020"	NA	"Gm12020"
"37319"	"ENSMUSG00000081304"	"Gm11509"	NA	"Gm11509"
"37320"	"ENSMUSG00000081318"	"Rpl36-ps1"	NA	"Rpl36-ps1"
"37321"	"ENSMUSG00000081325"	"Gm12599"	NA	"Gm12599"
"37322"	"ENSMUSG00000081332"	"Gm12664"	NA	"Gm12664"
"37323"	"ENSMUSG00000081333"	"Gm12307"	NA	"Gm12307"
"37324"	"ENSMUSG00000081334"	"Vmn1r-ps94"	NA	"Vmn1r-ps94"
"37325"	"ENSMUSG00000081340"	"Gm12275"	NA	"Gm12275"
"37326"	"ENSMUSG00000081342"	"Gm11434"	NA	"Gm11434"
"37327"	"ENSMUSG00000081346"	"Gm12030"	NA	"Gm12030"
"37328"	"ENSMUSG00000081360"	"Gm11718"	NA	"Gm11718"
"37329"	"ENSMUSG00000081363"	"Gm11500"	NA	"Gm11500"
"37330"	"ENSMUSG00000081376"	"Gm11694"	NA	"Gm11694"
"37331"	"ENSMUSG00000081392"	"Gm11668"	NA	"Gm11668"
"37332"	"ENSMUSG00000081433"	"Serpinb1-ps1"	NA	"Serpinb1-ps1"
"37333"	"ENSMUSG00000081449"	"Gm11432"	NA	"Gm11432"
"37334"	"ENSMUSG00000081451"	"Gm12734"	NA	"Gm12734"
"37335"	"ENSMUSG00000081455"	"Hmgb1-ps3"	NA	"Hmgb1-ps3"
"37336"	"ENSMUSG00000081469"	"Vmn1r-ps95"	NA	"Vmn1r-ps95"
"37337"	"ENSMUSG00000081478"	"AA623943"	NA	"AA623943"
"37338"	"ENSMUSG00000081485"	"Gm12338"	NA	"Gm12338"
"37339"	"ENSMUSG00000081495"	"Vmn1r-ps108"	NA	"Vmn1r-ps108"
"37340"	"ENSMUSG00000081498"	"Olfr407-ps1"	NA	"Olfr407-ps1"
"37341"	"ENSMUSG00000081513"	"Gm11623"	NA	"Gm11623"
"37342"	"ENSMUSG00000081515"	"Gm12311"	NA	"Gm12311"
"37343"	"ENSMUSG00000081524"	"Gm11658"	NA	"Gm11658"
"37344"	"ENSMUSG00000081531"	"Vmn1r-ps113"	NA	"Vmn1r-ps113"
"37345"	"ENSMUSG00000081539"	"Gm11990"	NA	"Gm11990"
"37346"	"ENSMUSG00000081543"	"Gm12733"	NA	"Gm12733"
"37347"	"ENSMUSG00000081547"	"Gm11553"	NA	"Gm11553"
"37348"	"ENSMUSG00000081548"	"Gm11692"	NA	"Gm11692"
"37349"	"ENSMUSG00000081552"	"Gm12328"	NA	"Gm12328"
"37350"	"ENSMUSG00000081570"	"Gm12192"	NA	"Gm12192"
"37351"	"ENSMUSG00000081571"	"Gm12125"	NA	"Gm12125"
"37352"	"ENSMUSG00000081575"	"Gm12090"	NA	"Gm12090"
"37353"	"ENSMUSG00000081576"	"Gm11279"	NA	"Gm11279"
"37354"	"ENSMUSG00000081578"	"Gm12611"	NA	"Gm12611"
"37355"	"ENSMUSG00000081586"	"Gm11544"	NA	"Gm11544"
"37356"	"ENSMUSG00000081588"	"Gm11661"	NA	"Gm11661"
"37357"	"ENSMUSG00000081600"	"Gm12286"	NA	"Gm12286"
"37358"	"ENSMUSG00000081604"	"Gm11518"	NA	"Gm11518"
"37359"	"ENSMUSG00000081613"	"Gm12109"	NA	"Gm12109"
"37360"	"ENSMUSG00000081629"	"Eif3s6-ps1"	NA	"Eif3s6-ps1"
"37361"	"ENSMUSG00000081630"	"Gm11498"	NA	"Gm11498"
"37362"	"ENSMUSG00000081631"	"Gm12005"	NA	"Gm12005"
"37363"	"ENSMUSG00000081632"	"Gm11443"	NA	"Gm11443"
"37364"	"ENSMUSG00000081653"	"Gm11354"	NA	"Gm11354"
"37365"	"ENSMUSG00000081658"	"Gm12077"	NA	"Gm12077"
"37366"	"ENSMUSG00000081663"	"Gm11207"	NA	"Gm11207"
"37367"	"ENSMUSG00000081666"	"Gm11677"	NA	"Gm11677"
"37368"	"ENSMUSG00000081675"	"Gm12712"	NA	"Gm12712"
"37369"	"ENSMUSG00000081676"	"Gm11643"	NA	"Gm11643"
"37370"	"ENSMUSG00000081677"	"Mdk-ps1"	NA	"Mdk-ps1"
"37371"	"ENSMUSG00000081686"	"Gm11774"	NA	"Gm11774"
"37372"	"ENSMUSG00000081690"	"Gm12317"	NA	"Gm12317"
"37373"	"ENSMUSG00000081691"	"Gm11965"	NA	"Gm11965"
"37374"	"ENSMUSG00000081695"	"Rpsa-ps5"	NA	"Rpsa-ps5"
"37375"	"ENSMUSG00000081698"	"Gm12329"	NA	"Gm12329"
"37376"	"ENSMUSG00000081707"	"Gm11343"	NA	"Gm11343"
"37377"	"ENSMUSG00000081712"	"Gm12096"	NA	"Gm12096"
"37378"	"ENSMUSG00000081713"	"Gm12170"	NA	"Gm12170"
"37379"	"ENSMUSG00000081717"	"Vmn1r-ps106"	NA	"Vmn1r-ps106"
"37380"	"ENSMUSG00000081749"	"Gm12241"	NA	"Gm12241"
"37381"	"ENSMUSG00000081756"	"Gm12291"	NA	"Gm12291"
"37382"	"ENSMUSG00000081766"	"2210409E12Rik"	NA	"2210409E12Rik"
"37383"	"ENSMUSG00000081767"	"Gm12067"	NA	"Gm12067"
"37384"	"ENSMUSG00000081769"	"Gm12216"	NA	"Gm12216"
"37385"	"ENSMUSG00000081791"	"Gm12190"	NA	"Gm12190"
"37386"	"ENSMUSG00000081811"	"Gm12713"	NA	"Gm12713"
"37387"	"ENSMUSG00000081820"	"Gm12029"	NA	"Gm12029"
"37388"	"ENSMUSG00000081828"	"Gm11420"	NA	"Gm11420"
"37389"	"ENSMUSG00000081835"	"Gm11790"	NA	"Gm11790"
"37390"	"ENSMUSG00000081847"	"Btf3-ps7"	NA	"Btf3-ps7"
"37391"	"ENSMUSG00000081852"	"Gm12281"	NA	"Gm12281"
"37392"	"ENSMUSG00000081860"	"Gm11533"	NA	"Gm11533"
"37393"	"ENSMUSG00000081864"	"Olfr405-ps1"	NA	"Olfr405-ps1"
"37394"	"ENSMUSG00000081868"	"Gm12039"	NA	"Gm12039"
"37395"	"ENSMUSG00000081887"	"Gm12097"	NA	"Gm12097"
"37396"	"ENSMUSG00000081903"	"Gm11387"	NA	"Gm11387"
"37397"	"ENSMUSG00000081905"	"Gm11370"	NA	"Gm11370"
"37398"	"ENSMUSG00000081906"	"Rpl9-ps1"	NA	"Rpl9-ps1"
"37399"	"ENSMUSG00000081909"	"Gm11341"	NA	"Gm11341"
"37400"	"ENSMUSG00000081912"	"Vmn1r-ps127"	NA	"Vmn1r-ps127"
"37401"	"ENSMUSG00000081914"	"Vmn1r-ps109"	NA	"Vmn1r-ps109"
"37402"	"ENSMUSG00000081924"	"Gm11191"	NA	"Gm11191"
"37403"	"ENSMUSG00000081929"	"Rps11-ps2"	NA	"Rps11-ps2"
"37404"	"ENSMUSG00000081932"	"Gm12331"	NA	"Gm12331"
"37405"	"ENSMUSG00000081934"	"Gm12193"	NA	"Gm12193"
"37406"	"ENSMUSG00000081944"	"Gm12276"	NA	"Gm12276"
"37407"	"ENSMUSG00000081952"	"Gm12178"	NA	"Gm12178"
"37408"	"ENSMUSG00000081958"	"Gm11594"	NA	"Gm11594"
"37409"	"ENSMUSG00000081961"	"Olfr383-ps1"	NA	"Olfr383-ps1"
"37410"	"ENSMUSG00000081965"	"Gm11620"	NA	"Gm11620"
"37411"	"ENSMUSG00000081968"	"Rpl23a-ps2"	NA	"Rpl23a-ps2"
"37412"	"ENSMUSG00000081974"	"Gm11960"	NA	"Gm11960"
"37413"	"ENSMUSG00000081995"	"Gm11719"	NA	"Gm11719"
"37414"	"ENSMUSG00000082014"	"Gm11371"	NA	"Gm11371"
"37415"	"ENSMUSG00000082020"	"Gm14182"	NA	"Gm14182"
"37416"	"ENSMUSG00000082027"	"Gm11416"	NA	"Gm11416"
"37417"	"ENSMUSG00000082032"	"Gm12271"	NA	"Gm12271"
"37418"	"ENSMUSG00000082037"	"Vmn1r-ps116"	NA	"Vmn1r-ps116"
"37419"	"ENSMUSG00000082038"	"Gm12071"	NA	"Gm12071"
"37420"	"ENSMUSG00000082040"	"Gm12046"	NA	"Gm12046"
"37421"	"ENSMUSG00000082045"	"Gm11585"	NA	"Gm11585"
"37422"	"ENSMUSG00000082049"	"Gm12105"	NA	"Gm12105"
"37423"	"ENSMUSG00000082074"	"Gm12661"	NA	"Gm12661"
"37424"	"ENSMUSG00000082078"	"Gm12098"	NA	"Gm12098"
"37425"	"ENSMUSG00000082087"	"Gm12138"	NA	"Gm12138"
"37426"	"ENSMUSG00000082095"	"Gm11991"	NA	"Gm11991"
"37427"	"ENSMUSG00000082098"	"Gm15377"	NA	"Gm15377"
"37428"	"ENSMUSG00000082099"	"Gm12013"	NA	"Gm12013"
"37429"	"ENSMUSG00000082100"	"Glns-ps1"	NA	"Glns-ps1"
"37430"	"ENSMUSG00000082101"	"Slfn14"	NA	"Slfn14"
"37431"	"ENSMUSG00000082110"	"Gm11196"	NA	"Gm11196"
"37432"	"ENSMUSG00000082116"	"Gm12188"	NA	"Gm12188"
"37433"	"ENSMUSG00000082145"	"Gm12312"	NA	"Gm12312"
"37434"	"ENSMUSG00000082148"	"Gm12266"	NA	"Gm12266"
"37435"	"ENSMUSG00000082156"	"Gm12008"	NA	"Gm12008"
"37436"	"ENSMUSG00000082157"	"Gm12038"	NA	"Gm12038"
"37437"	"ENSMUSG00000082161"	"Gm11350"	NA	"Gm11350"
"37438"	"ENSMUSG00000082171"	"Rpl27-ps2"	NA	"Rpl27-ps2"
"37439"	"ENSMUSG00000082178"	"Gm11307"	NA	"Gm11307"
"37440"	"ENSMUSG00000082180"	"Gm12230"	NA	"Gm12230"
"37441"	"ENSMUSG00000082181"	"Gm12252"	NA	"Gm12252"
"37442"	"ENSMUSG00000082213"	"Gm12102"	NA	"Gm12102"
"37443"	"ENSMUSG00000082236"	"Gm11355"	NA	"Gm11355"
"37444"	"ENSMUSG00000082243"	"Gm3810"	NA	"Gm3810"
"37445"	"ENSMUSG00000082250"	"Gm12181"	NA	"Gm12181"
"37446"	"ENSMUSG00000082252"	"Gm11204"	NA	"Gm11204"
"37447"	"ENSMUSG00000082256"	"Gm12287"	NA	"Gm12287"
"37448"	"ENSMUSG00000082263"	"Gm11188"	NA	"Gm11188"
"37449"	"ENSMUSG00000082266"	"Gm12303"	NA	"Gm12303"
"37450"	"ENSMUSG00000082268"	"Vmn1r-ps120"	NA	"Vmn1r-ps120"
"37451"	"ENSMUSG00000082271"	"Gm12217"	NA	"Gm12217"
"37452"	"ENSMUSG00000082272"	"Gm11675"	NA	"Gm11675"
"37453"	"ENSMUSG00000082286"	"Pisd-ps1"	NA	"Pisd-ps1"
"37454"	"ENSMUSG00000082292"	"Gm12250"	NA	"Gm12250"
"37455"	"ENSMUSG00000082294"	"Gm12072"	NA	"Gm12072"
"37456"	"ENSMUSG00000082295"	"Gm12133"	NA	"Gm12133"
"37457"	"ENSMUSG00000082304"	"Gm11198"	NA	"Gm11198"
"37458"	"ENSMUSG00000082306"	"Gm11358"	NA	"Gm11358"
"37459"	"ENSMUSG00000082309"	"Gm12123"	NA	"Gm12123"
"37460"	"ENSMUSG00000082312"	"Gm11996"	NA	"Gm11996"
"37461"	"ENSMUSG00000082316"	"Vmn1r221"	NA	"Vmn1r221"
"37462"	"ENSMUSG00000082333"	"Gm11984"	NA	"Gm11984"
"37463"	"ENSMUSG00000082338"	"Gm12327"	NA	"Gm12327"
"37464"	"ENSMUSG00000082340"	"Gm11321"	NA	"Gm11321"
"37465"	"ENSMUSG00000082344"	"4930415H17Rik"	NA	"4930415H17Rik"
"37466"	"ENSMUSG00000082356"	"Gm15565"	NA	"Gm15565"
"37467"	"ENSMUSG00000082364"	"Gm11955"	NA	"Gm11955"
"37468"	"ENSMUSG00000082370"	"Gm12313"	NA	"Gm12313"
"37469"	"ENSMUSG00000082378"	"Olfr408-ps1"	NA	"Olfr408-ps1"
"37470"	"ENSMUSG00000082380"	"Gm12218"	NA	"Gm12218"
"37471"	"ENSMUSG00000082390"	"Gm12136"	NA	"Gm12136"
"37472"	"ENSMUSG00000082396"	"Zfp389"	NA	"Zfp389"
"37473"	"ENSMUSG00000082405"	"Gm16021"	NA	"Gm16021"
"37474"	"ENSMUSG00000082410"	"Gm12011"	NA	"Gm12011"
"37475"	"ENSMUSG00000082411"	"Gm12016"	NA	"Gm12016"
"37476"	"ENSMUSG00000082419"	"Gm11425"	NA	"Gm11425"
"37477"	"ENSMUSG00000082448"	"Gm11676"	NA	"Gm11676"
"37478"	"ENSMUSG00000082453"	"Gm11502"	NA	"Gm11502"
"37479"	"ENSMUSG00000082454"	"Gm12183"	NA	"Gm12183"
"37480"	"ENSMUSG00000082456"	"Gm11598"	NA	"Gm11598"
"37481"	"ENSMUSG00000082459"	"Gm11988"	NA	"Gm11988"
"37482"	"ENSMUSG00000082476"	"Gm12242"	NA	"Gm12242"
"37483"	"ENSMUSG00000082478"	"Gm11619"	NA	"Gm11619"
"37484"	"ENSMUSG00000082481"	"Rps12-ps19"	NA	"Rps12-ps19"
"37485"	"ENSMUSG00000082487"	"Gm11628"	NA	"Gm11628"
"37486"	"ENSMUSG00000082495"	"Gm12570"	NA	"Gm12570"
"37487"	"ENSMUSG00000082503"	"Gm12229"	NA	"Gm12229"
"37488"	"ENSMUSG00000082507"	"Gm9378"	NA	"Gm9378"
"37489"	"ENSMUSG00000082510"	"Gm11793"	NA	"Gm11793"
"37490"	"ENSMUSG00000082529"	"Gm11199"	NA	"Gm11199"
"37491"	"ENSMUSG00000082530"	"Gm12168"	NA	"Gm12168"
"37492"	"ENSMUSG00000082531"	"Gm11556"	NA	"Gm11556"
"37493"	"ENSMUSG00000082540"	"Vmn1r-ps112"	NA	"Vmn1r-ps112"
"37494"	"ENSMUSG00000082544"	"Gm11667"	NA	"Gm11667"
"37495"	"ENSMUSG00000082545"	"Gm12196"	NA	"Gm12196"
"37496"	"ENSMUSG00000082550"	"Gm12344"	NA	"Gm12344"
"37497"	"ENSMUSG00000082558"	"Snrp1c-ps2"	NA	"Snrp1c-ps2"
"37498"	"ENSMUSG00000082562"	"Gm11726"	NA	"Gm11726"
"37499"	"ENSMUSG00000082576"	"Gm12058"	NA	"Gm12058"
"37500"	"ENSMUSG00000082579"	"Gm11979"	NA	"Gm11979"
"37501"	"ENSMUSG00000082587"	"Gm12129"	NA	"Gm12129"
"37502"	"ENSMUSG00000082591"	"Gm11558"	NA	"Gm11558"
"37503"	"ENSMUSG00000082593"	"Gm11331"	NA	"Gm11331"
"37504"	"ENSMUSG00000082607"	"Gm12045"	NA	"Gm12045"
"37505"	"ENSMUSG00000082614"	"Gm12149"	NA	"Gm12149"
"37506"	"ENSMUSG00000082626"	"Rps13-ps5"	NA	"Rps13-ps5"
"37507"	"ENSMUSG00000082646"	"Gm12732"	NA	"Gm12732"
"37508"	"ENSMUSG00000082648"	"Gm11366"	NA	"Gm11366"
"37509"	"ENSMUSG00000082656"	"Vmn1r-ps125"	NA	"Vmn1r-ps125"
"37510"	"ENSMUSG00000082658"	"Fau-ps2"	NA	"Fau-ps2"
"37511"	"ENSMUSG00000082667"	"Gm11348"	NA	"Gm11348"
"37512"	"ENSMUSG00000082688"	"Gm12124"	NA	"Gm12124"
"37513"	"ENSMUSG00000082706"	"Gm11663"	NA	"Gm11663"
"37514"	"ENSMUSG00000082715"	"Gm11633"	NA	"Gm11633"
"37515"	"ENSMUSG00000082721"	"Gm12087"	NA	"Gm12087"
"37516"	"ENSMUSG00000082722"	"Gm11393"	NA	"Gm11393"
"37517"	"ENSMUSG00000082726"	"Gm11424"	NA	"Gm11424"
"37518"	"ENSMUSG00000082730"	"Gm11363"	NA	"Gm11363"
"37519"	"ENSMUSG00000082737"	"Gm12026"	NA	"Gm12026"
"37520"	"ENSMUSG00000082749"	"Rpl9-ps2"	NA	"Rpl9-ps2"
